order_id,name,brand,sale_price,timestamp,status
ORD-00063,Fiona Gallagher,Logitech,772.47,2026-08-21T08:28:40.805961+00:00,PENDING
ORD-00064,George Clark,Logitech,67.07,2026-08-22T22:31:40.805961+00:00,COMPLETED
ORD-00065,Charlie Brown,Sony,968.08,2026-08-23T04:46:40.805961+00:00,PENDING
ORD-00066,Fiona Gallagher,Bose,352.37,2026-08-22T02:35:40.805961+00:00,PENDING
ORD-00067,Diana Prince,Adidas,539.57,2026-08-23T03:17:40.805961+00:00,PENDING
ORD-00068,Charlie Brown,Bose,378.83,2026-08-22T01:00:40.805961+00:00,SHIPPED
ORD-00069,Hannah Abbott,Puma,124.8,2026-08-23T01:53:40.805961+00:00,CANCELLED
ORD-00070,Diana Prince,Apple,632.93,2026-08-21T06:58:40.805961+00:00,COMPLETED
ORD-00071,Bob Jones,Sony,251.22,2026-08-21T21:51:40.805961+00:00,PROCESSING
ORD-00072,Alice Smith,Apple,147.6,2026-08-22T05:04:40.805961+00:00,SHIPPED
ORD-00073,Bob Jones,Asus,1305.96,2026-08-22T17:42:40.805961+00:00,SHIPPED
ORD-00074,Fiona Gallagher,Puma,861.38,2026-08-21T13:05:40.805961+00:00,PENDING
ORD-00075,Bob Jones,Puma,332.02,2026-08-21T17:08:40.805961+00:00,COMPLETED
ORD-00076,Fiona Gallagher,Puma,399.03,2026-08-21T10:29:40.805961+00:00,COMPLETED
ORD-00077,Hannah Abbott,Bose,92.68,2026-08-21T10:04:40.805961+00:00,SHIPPED
ORD-00078,Bob Jones,Sony,1466.2,2026-08-21T09:54:40.805961+00:00,SHIPPED
ORD-00079,Alice Smith,Puma,1640.79,2026-08-22T05:35:40.805961+00:00,PENDING
ORD-00080,Hannah Abbott,Logitech,682.06,2026-08-22T01:05:40.805961+00:00,PROCESSING
ORD-00081,Bob Jones,Dell,1551.89,2026-08-20T19:45:40.805961+00:00,PROCESSING
ORD-00082,Bob Jones,Sony,480.23,2026-08-22T09:55:40.805961+00:00,SHIPPED
ORD-00083,George Clark,Bose,729.77,2026-08-22T12:21:40.805961+00:00,COMPLETED
ORD-00084,Hannah Abbott,Puma,160.43,2026-08-23T08:42:40.805961+00:00,COMPLETED
ORD-00085,Hannah Abbott,Apple,1489.42,2026-08-21T05:49:40.805961+00:00,PENDING
ORD-00086,Bob Jones,Asus,1635.19,2026-08-22T19:17:40.805961+00:00,SHIPPED
ORD-00087,Charlie Brown,Nike,678.11,2026-08-22T13:19:40.805961+00:00,PENDING
ORD-00088,Charlie Brown,Asus,1188.03,2026-08-22T02:39:40.805961+00:00,SHIPPED
ORD-00089,Fiona Gallagher,Dell,1740.34,2026-08-21T08:25:40.805961+00:00,PROCESSING
ORD-00090,Evan Wright,Sony,483.98,2026-08-23T08:31:40.805961+00:00,CANCELLED
ORD-00091,Julia Roberts,Apple,1602.17,2026-08-23T01:37:40.805961+00:00,COMPLETED
ORD-00092,Charlie Brown,Samsung,334.48,2026-08-23T07:38:40.805961+00:00,PENDING
ORD-00093,Hannah Abbott,Sony,643.08,2026-08-22T16:45:40.805961+00:00,PENDING
ORD-00094,Hannah Abbott,Samsung,47.44,2026-08-22T10:29:40.805961+00:00,COMPLETED
ORD-00095,Evan Wright,Nike,669.69,2026-08-22T22:40:40.805961+00:00,COMPLETED
ORD-00096,Evan Wright,Apple,1305.94,2026-08-22T21:07:40.805961+00:00,SHIPPED
ORD-00097,Fiona Gallagher,Logitech,262.67,2026-08-22T12:47:40.805961+00:00,CANCELLED
ORD-00098,George Clark,Dell,1453.86,2026-08-20T19:28:40.805961+00:00,SHIPPED
ORD-00099,Hannah Abbott,Bose,858.39,2026-08-22T21:47:40.805961+00:00,PROCESSING
ORD-00100,Bob Jones,Dell,203.71,2026-08-23T03:30:40.805961+00:00,SHIPPED
ORD-00101,Evan Wright,Samsung,932.29,2026-08-21T09:05:40.805961+00:00,SHIPPED
ORD-00102,Evan Wright,Puma,1017.49,2026-08-21T14:09:40.805961+00:00,PROCESSING
ORD-00103,Alice Smith,Adidas,1152.53,2026-08-21T10:16:40.805961+00:00,SHIPPED
ORD-00104,Alice Smith,Apple,890.58,2026-08-22T16:22:40.805961+00:00,SHIPPED
ORD-00105,Charlie Brown,Puma,1441.2,2026-08-20T18:43:40.805961+00:00,PENDING
ORD-00106,Hannah Abbott,Sony,340.14,2026-08-21T00:30:40.805961+00:00,SHIPPED
ORD-00107,George Clark,Nike,935.1,2026-08-21T20:45:40.805961+00:00,CANCELLED
ORD-00108,Alice Smith,Nike,1359.0,2026-08-22T09:32:40.805961+00:00,SHIPPED
ORD-00109,Fiona Gallagher,Apple,893.59,2026-08-22T14:27:40.805961+00:00,PENDING
ORD-00110,Alice Smith,Puma,1444.88,2026-08-23T00:51:40.805961+00:00,PROCESSING
ORD-00111,Evan Wright,Bose,1792.97,2026-08-23T02:57:40.805961+00:00,COMPLETED
ORD-00112,Charlie Brown,Adidas,1799.73,2026-08-22T02:09:40.805961+00:00,PROCESSING
ORD-00113,Diana Prince,Nike,1149.57,2026-08-22T05:48:40.805961+00:00,PENDING
ORD-00114,Hannah Abbott,Bose,657.51,2026-08-21T21:16:40.805961+00:00,SHIPPED
ORD-00115,Julia Roberts,Bose,202.45,2026-08-21T19:24:40.805961+00:00,PROCESSING
ORD-00116,Julia Roberts,Puma,1420.54,2026-08-20T15:25:40.805961+00:00,PENDING
ORD-00117,Hannah Abbott,Puma,410.91,2026-08-23T03:23:40.805961+00:00,PENDING
ORD-00118,Hannah Abbott,Dell,1341.69,2026-08-21T04:16:40.805961+00:00,PENDING
ORD-00119,George Clark,Adidas,1226.25,2026-08-22T15:44:40.805961+00:00,SHIPPED
ORD-00120,Hannah Abbott,Apple,495.03,2026-08-22T02:29:40.805961+00:00,COMPLETED
ORD-00121,Ian Malcolm,Asus,735.28,2026-08-22T23:06:40.805961+00:00,COMPLETED
ORD-00122,Charlie Brown,Samsung,1606.46,2026-08-23T08:57:40.805961+00:00,PROCESSING
ORD-00123,Ian Malcolm,Logitech,1464.49,2026-08-21T21:56:40.805961+00:00,CANCELLED
ORD-00124,Charlie Brown,Bose,147.17,2026-08-21T07:55:40.805961+00:00,CANCELLED
ORD-00125,Diana Prince,Asus,1509.61,2026-08-21T14:15:40.805961+00:00,COMPLETED
ORD-00126,Diana Prince,Nike,1287.65,2026-08-23T00:09:40.805961+00:00,PENDING
ORD-00127,Ian Malcolm,Asus,169.98,2026-08-21T17:32:40.805961+00:00,CANCELLED
ORD-00128,Charlie Brown,Dell,1567.87,2026-08-23T05:23:40.805961+00:00,CANCELLED
ORD-00129,Fiona Gallagher,Nike,1357.89,2026-08-22T10:07:40.805961+00:00,SHIPPED
ORD-00130,Evan Wright,Adidas,1021.9,2026-08-21T11:05:40.805961+00:00,COMPLETED
ORD-00131,Bob Jones,Samsung,994.77,2026-08-21T05:48:40.805961+00:00,PROCESSING
ORD-00132,Hannah Abbott,Dell,253.89,2026-08-21T03:45:40.805961+00:00,PROCESSING
ORD-00133,Evan Wright,Asus,921.13,2026-08-23T00:02:40.805961+00:00,COMPLETED
ORD-00134,Julia Roberts,Adidas,1567.63,2026-08-21T02:17:40.805961+00:00,CANCELLED
ORD-00135,Bob Jones,Nike,893.71,2026-08-22T16:46:40.805961+00:00,PROCESSING
ORD-00136,Charlie Brown,Bose,1641.68,2026-08-22T13:10:40.805961+00:00,SHIPPED
ORD-00137,George Clark,Bose,1297.28,2026-08-23T03:16:40.805961+00:00,PROCESSING
ORD-00138,Evan Wright,Adidas,108.65,2026-08-20T19:51:40.805961+00:00,PROCESSING
ORD-00139,Ian Malcolm,Apple,386.83,2026-08-21T00:20:40.805961+00:00,PROCESSING
ORD-00140,Charlie Brown,Asus,348.05,2026-08-22T19:55:40.805961+00:00,CANCELLED
ORD-00141,George Clark,Apple,944.78,2026-08-20T17:53:40.805961+00:00,COMPLETED
ORD-00142,Charlie Brown,Nike,343.58,2026-08-21T20:18:40.805961+00:00,SHIPPED
ORD-00143,Diana Prince,Samsung,1388.6,2026-08-21T21:23:40.805961+00:00,PENDING
ORD-00144,Ian Malcolm,Logitech,1097.26,2026-08-21T01:42:40.805961+00:00,CANCELLED
ORD-00145,Charlie Brown,Adidas,382.75,2026-08-21T15:44:40.805961+00:00,PROCESSING
ORD-00146,Evan Wright,Bose,73.41,2026-08-21T22:59:40.805961+00:00,PROCESSING
ORD-00147,Fiona Gallagher,Puma,1780.45,2026-08-21T18:18:40.805961+00:00,COMPLETED
ORD-00148,Julia Roberts,Puma,417.16,2026-08-23T01:55:40.805961+00:00,COMPLETED
ORD-00149,Hannah Abbott,Bose,1187.7,2026-08-20T19:31:40.805961+00:00,SHIPPED
ORD-00150,Alice Smith,Asus,1417.7,2026-08-22T05:05:40.805961+00:00,COMPLETED
